"stop_id","stop_desc","stop_lat","stop_lon","wheelchair_boarding"
"acc_4_120_397","Paseo de la Castellana 69","40.44662","-3.69153","0"
"acc_4_120_398","Paseo de la Castellana 100","40.44437","-3.69094","0"
"acc_4_120_399","Paseo de la Castellana 69","40.44657","-3.69218","0"
"acc_4_120_403","Paseo de la Castellana 67","40.44483","-3.69175","0"
"acc_4_120_404","Paseo de la Castellana 69","40.44652","-3.69155","0"
"acc_4_120_405","Paseo de la Castellana 100","40.44457","-3.69091","0"
"acc_4_120_406","Calle de Raimundo Fernández Villaverde 67","40.44657","-3.6921","0"
"acc_4_120_603","Calle de Raimundo Fernández Villaverde 67","40.44658","-3.6925","0"
"acc_4_120_605","Calle de Raimundo Fernández Villaverde 67","40.44624","-3.69368","0"
"acc_4_120_606","Calle de Raimundo Fernández Villaverde 67","40.4463","-3.69368","0"
"acc_4_120_607","Calle de Raimundo Fernández Villaverde 67","40.44619","-3.69371","0"
"acc_4_120_608","Paseo de la Castellana 67","40.44517","-3.69199","0"
"acc_4_120_609","Paseo de la Castellana 67","40.44505","-3.692","0"
"acc_4_122_323","Calle del General Rodrigo 17","40.4457","-3.71401","0"
"acc_4_122_324","Avda de la Reina Victoria 55","40.44598","-3.71321","0"
"acc_4_122_325","Avda de la Reina Victoria 55","40.44589","-3.71366","0"
"acc_4_122_326","Calle de la Reina Victoria 32","40.44707","-3.71023","0"
"acc_4_122_327","Calle de la Reina Victoria 30","40.44717","-3.70979","0"
"acc_4_123_328","Avda de Gregorio del Amo 8","40.44619","-3.72003","0"
"acc_4_123_329","Avda de la Moncloa 15","40.44664","-3.71787","0"
"acc_4_124_330","Plaza de Ramón y Cajal 1","40.44359","-3.72658","0"
"acc_4_124_331","Plaza de Ramón y Cajal 1","40.44356","-3.72697","0"
"acc_4_124_332","Plaza de Ramón y Cajal 1","40.44363","-3.72687","0"
"acc_4_127_1052","Paseo de la Florida 2","40.42086","-3.72037","0"
"acc_4_127_333","Paseo del Rey 12","40.42141","-3.71859","0"
"acc_4_127_334","Paseo de la Florida 2","40.42093","-3.72045","0"
"acc_4_127_336","Paseo del Rey 14","40.42153","-3.71873","0"
"acc_4_127_610","Custa de San Vicente 40","40.42055","-3.71968","0"
"acc_4_127_612","Custa de San Vicente 40","40.42084","-3.71892","0"
"acc_4_127_613","Gta de San Vicente 1","40.42081","-3.72012","0"
"acc_4_127_614","Paseo de la Florida 5","40.42137","-3.72104","0"
"acc_4_128_339","Plaza de Santa Cristina 2","40.41423","-3.72728","0"
"acc_4_128_340","Calle de Caramuel 1","40.41368","-3.72706","0"
"acc_4_129_341","Paseo de Extremadura 158","40.40992","-3.73905","0"
"acc_4_129_342","Paseo de Extremadura 147","40.4097","-3.73884","0"
"acc_4_12_1034","Plaza de la Puerta del Sol 13","40.41707","-3.70296","0"
"acc_4_12_1048","Plaza de la Puerta del Sol 5","40.41685","-3.70296","0"
"acc_4_12_41","Plaza de la Puerta del Sol 7","40.41665","-3.70353","0"
"acc_4_12_42","Plaza de la Puerta del Sol 12","40.41714","-3.70329","0"
"acc_4_12_43","Plaza de la Puerta del Sol 9","40.41671","-3.70458","0"
"acc_4_12_776","Plaza de la Puerta del Sol 8","40.41667","-3.70441","0"
"acc_4_12_777","Calle de Preciados 1","40.41724","-3.70415","0"
"acc_4_130_343","Calle de Cebreros 41","40.40477","-3.74562","0"
"acc_4_130_344","Calle de las Higueras 49","40.40486","-3.74505","0"
"acc_4_130_345","Calle de Cebreros 41","40.40477","-3.74553","0"
"acc_4_132_346","Avda de Niza 59","40.43256","-3.6079","0"
"acc_4_132_802","Avda de Niza 59","40.4326","-3.60747","0"
"acc_4_133_347","Calle de Pobladura del Valle 4","40.42749","-3.61617","0"
"acc_4_133_348","Calle de Pobladura del Valle 27","40.42789","-3.61568","0"
"acc_4_134_349","Calle de Alberique 4","40.42765","-3.62274","0"
"acc_4_134_350","Calle del Castillo de Uclés 11","40.42786","-3.62581","0"
"acc_4_134_351","Calle de Zaratán 2","40.42842","-3.62564","0"
"acc_4_135_352","Calle de Luis del Campo SN","40.42917","-3.63203","0"
"acc_4_135_353","Calle de José Arcones Gil 106","40.42821","-3.63419","0"
"acc_4_136_354","Calle de Ascao 29","40.43017","-3.64115","0"
"acc_4_138_355","Calle de Martínez Villergas 1","40.43921","-3.65173","0"
"acc_4_138_356","Plaza de la Virgen del Romero 1","40.43855","-3.65164","0"
"acc_4_139_357","Avda de Bruselas 57","40.43945","-3.66307","0"
"acc_4_139_358","Avda de Bruselas 56","40.43945","-3.66288","0"
"acc_4_13_44","Plaza de Tirso de Molina 14","40.41239","-3.70505","0"
"acc_4_13_45","Plaza de Tirso de Molina 20","40.41245","-3.70373","0"
"acc_4_140_359","Avda de América 32","40.43906","-3.67203","0"
"acc_4_140_360","Avda de América 37","40.43945","-3.67219","0"
"acc_4_142_361","Calle de Miguel Ángel 33","40.43792","-3.69138","0"
"acc_4_142_362","Calle de José Abascal 65","40.43823","-3.69141","0"
"acc_4_142_363","Calle de José Abascal 58","40.43797","-3.69167","0"
"acc_4_143_364","Calle de José Abascal 26","40.43828","-3.69819","0"
"acc_4_143_365","Calle de José Abascal 20","40.43831","-3.69888","0"
"acc_4_143_366","Calle de José Abascal 20","40.4383","-3.6992","0"
"acc_4_145_367","Calle de Cea Bermúdez 64","40.43922","-3.71497","0"
"acc_4_145_368","Calle de Cea Bermúdez 55","40.439","-3.71498","0"
"acc_4_145_369","Calle de Cea Bermúdez 51","40.43898","-3.71426","0"
"acc_4_145_370","Calle de Cea Bermúdez 50","40.43915","-3.71306","0"
"acc_4_145_371","Calle de Cea Bermúdez 43","40.43897","-3.71302","0"
"acc_4_147_372","Calle de Moguer 1","40.45663","-3.7124","0"
"acc_4_147_373","Calle de Alejandro Rodríguez 39","40.45631","-3.71193","0"
"acc_4_147_374","Avda de Pablo Iglesias 93","40.45717","-3.71187","0"
"acc_4_147_375","Avda de Pablo Iglesias 96","40.45714","-3.71162","0"
"acc_4_147_376","Avda de Pablo Iglesias 92","40.45655","-3.71195","0"
"acc_4_148_377","Calle de San Restituto 72","40.46513","-3.71675","0"
"acc_4_148_378","Calle de San Restituto 72","40.46499","-3.71658","0"
"acc_4_148_379","Calle de San Restituto 58","40.46493","-3.71498","0"
"acc_4_148_380","Calle de Arciniega 11","40.46446","-3.71449","0"
"acc_4_149_381","Calle de Valderrodrigo 82","40.47012","-3.71775","0"
"acc_4_149_382","Calle de Valderrodrigo 82","40.46995","-3.71809","0"
"acc_4_149_383","Calle de Valderrodrigo 55","40.47026","-3.71788","0"
"acc_4_14_46","Calle del Amor de Dios 14","40.4123","-3.69865","0"
"acc_4_14_47","Plaza de Antón Martín 1","40.41242","-3.69958","0"
"acc_4_14_49","Calle de Atocha 85","40.41152","-3.69733","0"
"acc_4_14_50","Calle de Atocha 76","40.41142","-3.69742","0"
"acc_4_150_384","Cmno de Ganapanes 35","40.47602","-3.71611","0"
"acc_4_150_385","Cmno de Ganapanes SN","40.47607","-3.71584","0"
"acc_4_150_386","Cmno de Ganapanes 35","40.47585","-3.71613","0"
"acc_4_151_387","Calle de las Islas Cíes 23","40.48009","-3.71835","0"
"acc_4_151_388","Calle de las Islas Cíes 21","40.48004","-3.71834","0"
"acc_4_152_389","Calle de Ramón Gómez de la Serna 37","40.48462","-3.72329","0"
"acc_4_152_390","Calle de Riscos de Polanco 5","40.48517","-3.72289","0"
"acc_4_152_391","Calle de Riscos de Polanco 3","40.48498","-3.72288","0"
"acc_4_154_392","Calle de Gloria Fuertes 1","40.49519","-3.72559","0"
"acc_4_154_394","Calle de Gloria Fuertes 1","40.495","-3.72556","0"
"acc_4_156_409","Calle del Príncipe de Vergara 263","40.4567","-3.67717","0"
"acc_4_156_410","Calle del Príncipe de Vergara 260","40.45648","-3.67692","0"
"acc_4_156_411","Calle del Príncipe de Vergara 275","40.45811","-3.67701","0"
"acc_4_156_412","Calle del Príncipe de Vergara 268","40.45787","-3.67669","0"
"acc_4_156_413","Calle de Colombia 5","40.45721","-3.67723","0"
"acc_4_158_414","Avda de la Capital de España Madrid 13","40.46343","-3.61619","0"
"acc_4_158_415","Avda del Partenón 5","40.46405","-3.61681","0"
"acc_4_158_416","Avda del Partenón 5","40.46408","-3.6158","0"
"acc_4_158_417","Avda del Partenón 5","40.46419","-3.61594","0"
"acc_4_159_418","Avda de la Hispanidad 1","40.46824","-3.57099","0"
"acc_4_159_419","Avda de la Hispanidad 1","40.46823","-3.57114","0"
"acc_4_159_420","Avda de la Hispanidad 1","40.46791","-3.57191","0"
"acc_4_15_51","Plaza del Emperador Carlos V 11","40.409","-3.69247","0"
"acc_4_15_52","Paseo de la Infanta Isabel 1","40.40841","-3.69052","0"
"acc_4_160_421","Avda de Logroño 347","40.47576","-3.58255","0"
"acc_4_160_422","Avda de Logroño 347","40.4758","-3.58253","0"
"acc_4_161_423","Calle de Ginzo de Limia 47","40.48377","-3.7069","0"
"acc_4_161_424","Calle de Ginzo de Limia SN","40.48531","-3.70847","0"
"acc_4_162_425","Calle de Ginzo de Limia 29","40.47797","-3.704","0"
"acc_4_162_426","Calle de Ginzo de Limia 36","40.47807","-3.70354","0"
"acc_4_162_427","Calle de Ginzo de Limia 11","40.47625","-3.70332","0"
"acc_4_162_428","Calle de Ginzo de Limia 2","40.47632","-3.70294","0"
"acc_4_163_429","Avda de Asturias 33","40.46945","-3.6961","0"
"acc_4_163_430","Avda de Asturias 34","40.46972","-3.69571","0"
"acc_4_165_431","Calle de Mateo Inurria 58","40.46746","-3.67929","0"
"acc_4_166_432","Avda de Pío XII 4","40.46262","-3.67596","0"
"acc_4_166_433","Avda de Pío XII 16","40.46501","-3.67552","0"
"acc_4_168_434","Calle del Príncipe de Vergara 204","40.44943","-3.67767","0"
"acc_4_168_435","Calle de Príncipe de Vergara 246","40.45233","-3.67725","0"
"acc_4_169_436","Calle del Príncipe de Vergara 146","40.44626","-3.67803","0"
"acc_4_169_437","Calle del Príncipe de Vergara 157","40.44628","-3.67834","0"
"acc_4_169_438","Calle del Príncipe de Vergara 131","40.44313","-3.67869","0"
"acc_4_169_439","Calle del Príncipe de Vergara 128","40.44311","-3.67839","0"
"acc_4_16_53","Paseo de la Infanta Isabel 11","40.40754","-3.68916","0"
"acc_4_16_54","Paseo de la Infanta Isabel 15","40.40701","-3.68818","0"
"acc_4_16_572","Paseo de la Infanta Isabel 11","40.40746","-3.68899","0"
"acc_4_173_440","Calle de Ibiza 7","40.41836","-3.67803","0"
"acc_4_175_441","Calle del Camino de los Vinateros 1","40.41121","-3.66011","0"
"acc_4_175_442","Calle del Camino de los Vinateros 12","40.41061","-3.66017","0"
"acc_4_175_443","Calle de Sirio 24","40.41177","-3.66342","0"
"acc_4_176_444","Calle del Camino de los Vinateros 75","40.40993","-3.65013","0"
"acc_4_176_445","Calle del Camino de los Vinateros 104","40.40951","-3.6499","0"
"acc_4_176_446","Calle del Camino de los Vinateros 59","40.41028","-3.6527","0"
"acc_4_176_447","Calle del Arroyo Belincoso 36","40.41005","-3.65246","0"
"acc_4_177_448","Calle del Camino de los Vinateros 119","40.40698","-3.64409","0"
"acc_4_177_449","Calle del Camino de los Vinateros 172","40.40669","-3.64416","0"
"acc_4_177_450","Calle del Pico de los Artilleros 126","40.40538","-3.64149","0"
"acc_4_177_451","Calle del Pico de los Artilleros 59","40.40505","-3.64161","0"
"acc_4_178_452","Calle de la Hacienda de Pavones 215","40.40084","-3.6355","0"
"acc_4_178_453","Calle de la Hacienda de Pavones 340","40.40066","-3.6355","0"
"acc_4_178_803","Calle de la Hacienda de Pavones 342","40.40056","-3.63516","0"
"acc_4_179_454","Bulv de Indalecio Prieto 20 A","40.40098","-3.62116","0"
"acc_4_179_455","Bulv de Indalecio Prieto 22","40.4008","-3.62133","0"
"acc_4_179_456","Bulv de Indalecio Prieto 33","40.39901","-3.62199","0"
"acc_4_17_57","Avda de Menéndez Pelayo 123","40.40443","-3.68067","0"
"acc_4_17_58","Avda de Menéndez Pelayo 44","40.40452","-3.68091","0"
"acc_4_17_59","Calle de Gutenberg 1","40.40489","-3.68171","0"
"acc_4_180_457","Paseo de los Artilleros 35","40.40452","-3.60889","0"
"acc_4_180_458","Paseo de los Artilleros 14","40.40482","-3.60917","0"
"acc_4_180_459","Paseo de los Artilleros 14","40.40433","-3.60924","0"
"acc_4_181_460","Calle de San Cipriano 44","40.4039","-3.60483","0"
"acc_4_181_461","Calle de San Cipriano 55","40.40399","-3.6014","0"
"acc_4_181_462","Calle de San Cipriano 52","40.40385","-3.60367","0"
"acc_4_182_463","Calle de San Cipriano 85","40.4014","-3.59588","0"
"acc_4_182_464","Calle de San Cipriano 85","40.40142","-3.59583","0"
"acc_4_182_465","Calle de San Cipriano 85","40.40133","-3.59584","0"
"acc_4_183_467","Paseo  Ferrocarril 9","40.3674","-3.54841","0"
"acc_4_184_468","Calle de Wenceslao García SN","40.32845","-3.52035","0"
"acc_4_185_469","Ctra de Campo Real 20","40.31884","-3.47782","0"
"acc_4_186_470","Paseo de la Estación 37","40.30353","-3.4475","0"
"acc_4_187_471","Calle de la Fuente Chica 23","40.49509","-3.69326","0"
"acc_4_188_472","Paseo de la Castellana 261","40.48023","-3.68589","0"
"acc_4_188_473","Calle de San Modesto 10","40.48345","-3.68711","0"
"acc_4_18_1050","Calle del Doctor Esquerdo 219","40.40157","-3.67428","0"
"acc_4_18_60","Calle del Doctor Esquerdo 184","40.40155","-3.67479","0"
"acc_4_18_61","Calle del Doctor Esquerdo 221","40.40147","-3.67438","0"
"acc_4_18_62","Calle de Sánchez Barcaiztegui 1","40.4023","-3.67615","0"
"acc_4_191_475","Paseo de la Castellana 125","40.45846","-3.69031","0"
"acc_4_191_476","Paseo de la Castellana 162","40.45846","-3.68965","0"
"acc_4_192_477","Paseo de la Castellana 101","40.45151","-3.69131","0"
"acc_4_192_478","Paseo de la Castellana 136","40.45145","-3.69039","0"
"acc_4_192_479","Paseo de la Castellana 101","40.45383","-3.69076","0"
"acc_4_192_480","Paseo de la Castellana 142 B","40.45381","-3.69026","0"
"acc_4_199_481","Paseo de la Puerta del Ángel SN","40.41652","-3.73477","0"
"acc_4_19_63","Avda de la Albufera 12","40.39766","-3.66815","0"
"acc_4_19_64","Avda de la Albufera 9","40.3978","-3.66808","0"
"acc_4_19_65","Avda de Peña Prieta 2","40.39851","-3.66897","0"
"acc_4_1_1","Paseo de la Castellana 189","40.46682","-3.68918","0"
"acc_4_1_1040","Plaza de Castilla 9","40.46555","-3.68877","0"
"acc_4_1_1043","Paseo de la Castellana 191 B","40.46728","-3.68915","0"
"acc_4_1_1044","Paseo de la Castellana 189","40.46702","-3.68918","0"
"acc_4_1_2","Paseo de la Castellana 189","40.46722","-3.68952","0"
"acc_4_1_3","Calle de Bravo Murillo 377","40.46629","-3.69036","0"
"acc_4_1_4","Plaza de Castilla 9","40.46546","-3.68891","0"
"acc_4_1_773","Plaza de Castilla 3","40.46621","-3.69028","0"
"acc_4_200_482","Calle de Villamanin 27","40.40766","-3.75288","0"
"acc_4_200_483","Paseo de la Venta 1","40.40805","-3.75323","0"
"acc_4_202_484","Calle de Fuentesauco 44","40.39711","-3.77411","0"
"acc_4_202_485","Calle de Arenas de San Pedro 2","40.39709","-3.77479","0"
"acc_4_202_486","Ctra de Carabanchel a Aravaca 56","40.39718","-3.77421","0"
"acc_4_203_487","Paseo de Extremadura 573","40.37757","-3.7925","0"
"acc_4_203_488","Paseo de Húsares 46","40.37841","-3.79249","0"
"acc_4_203_489","Paseo de Extremadura 573","40.37758","-3.79246","0"
"acc_4_203_490","Col  Militar de Cuatro Vientos 6 A","40.37822","-3.79274","0"
"acc_4_204_491","Avda de la Libertad 2","40.34962","-3.80735","0"
"acc_4_204_492","Avda de la Libertad 13","40.34982","-3.80768","0"
"acc_4_204_493","Avda de la Libertad 13","40.35001","-3.80745","0"
"acc_4_205_494","Avda de la Libertad 2","40.34543","-3.81161","0"
"acc_4_205_495","Avda de la Libertad 3","40.34599","-3.81153","0"
"acc_4_205_496","Avda de la Libertad 2","40.34557","-3.81152","0"
"acc_4_205_497","Calle  Olímpico Francisco Fernández Ochoa SN","40.34474","-3.81292","0"
"acc_4_207_498","Avda de Abrantes 79","40.38052","-3.72825","0"
"acc_4_207_499","Avda de Abrantes 52","40.38104","-3.72809","0"
"acc_4_207_500","Avda de Abrantes 54","40.38067","-3.72835","0"
"acc_4_208_501","Avda de Abrantes 122","40.37603","-3.73437","0"
"acc_4_208_502","Avda de Abrantes 289","40.37587","-3.73406","0"
"acc_4_208_503","Avda de Abrantes 122","40.37587","-3.7346","0"
"acc_4_20_66","Avda de la Albufera 54","40.39615","-3.66527","0"
"acc_4_20_67","Avda de la Albufera 47","40.39626","-3.66517","0"
"acc_4_20_68","Avda de la Albufera 69","40.39536","-3.66341","0"
"acc_4_20_69","Avda de la Albufera 76","40.39523","-3.66352","0"
"acc_4_210_504","Avda de Leganés SN","40.34985","-3.82151","0"
"acc_4_210_505","Avda de Leganés SN","40.34957","-3.82105","0"
"acc_4_211_506","Paseo de Extremadura 13","40.34991","-3.8315","0"
"acc_4_211_507","Paseo de Extremadura 17","40.34954","-3.83198","0"
"acc_4_211_508","Avda de Móstoles 12","40.34993","-3.83192","0"
"acc_4_211_509","Avda de Móstoles 12","40.35002","-3.83192","0"
"acc_4_211_582","Calle de Berlín 2","40.3499","-3.8325","0"
"acc_4_211_583","Calle de Berlín 2","40.35055","-3.83185","0"
"acc_4_211_584","Calle de Berlín 2","40.3502","-3.83227","0"
"acc_4_212_510","Calle de Estambul 16","40.34616","-3.84929","0"
"acc_4_212_511","Calle de Estambul 16","40.34603","-3.84925","0"
"acc_4_213_512","Avda del Alcalde de Móstoles 35","40.33476","-3.87217","0"
"acc_4_213_513","Avda del Alcalde de Móstoles 35","40.3348","-3.87213","0"
"acc_4_213_576","Avda del Alcalde de Móstoles 35","40.33475","-3.87215","0"
"acc_4_214_514","Paseo de la Estación 13","40.32854","-3.86349","0"
"acc_4_214_515","Paseo de la Estación 13","40.32866","-3.8634","0"
"acc_4_214_586","Calle  Parque Vosa 35","40.32897","-3.86385","0"
"acc_4_214_587","Calle  Parque Vosa 35","40.32891","-3.86368","0"
"acc_4_215_516","Plaza del Pradillo SN","40.3215","-3.86458","0"
"acc_4_215_517","Plaza del Pradillo SN","40.32163","-3.8647","0"
"acc_4_216_518","Calle del Río Sella 10","40.31636","-3.87464","0"
"acc_4_216_519","Calle del Río Sella 10","40.31645","-3.87456","0"
"acc_4_217_520","Cmno de la Magdalena SN","40.30913","-3.86487","0"
"acc_4_217_521","Cmno de la Magdalena SN","40.30914","-3.86471","0"
"acc_4_218_522","Avda de Pablo Iglesias 1","40.2964","-3.83758","0"
"acc_4_218_523","Calle de la Alegría 4","40.2971","-3.83759","0"
"acc_4_218_524","Calle de la Alegría 4","40.29688","-3.83753","0"
"acc_4_219_525","Cmno del Molino 2","40.28577","-3.81656","0"
"acc_4_219_526","Cmno del Molino SN","40.28519","-3.81728","0"
"acc_4_219_527","Cmno del Molino 2","40.28574","-3.81668","0"
"acc_4_21_70","Avda de la Albufera 108","40.3933","-3.65985","0"
"acc_4_21_71","Avda de la Albufera 117","40.39342","-3.65975","0"
"acc_4_21_72","Avda de la Albufera 145","40.39236","-3.65774","0"
"acc_4_21_73","Avda de la Albufera 130","40.39224","-3.65785","0"
"acc_4_220_528","Calle de Francia 34","40.28517","-3.80596","0"
"acc_4_220_529","Calle de Francia 36","40.28529","-3.80644","0"
"acc_4_221_530","Paseo de la Estación SN","40.28267","-3.79885","0"
"acc_4_221_531","Calle de la Estación SN","40.2826","-3.79888","0"
"acc_4_221_589","Plaza  Constitución SN","40.28313","-3.79967","0"
"acc_4_221_590","Plaza  Constitución SN","40.28267","-3.79985","0"
"acc_4_222_532","Avda de los Estados 10","40.28655","-3.78739","0"
"acc_4_222_533","Calle de la Habana 2","40.287","-3.787","0"
"acc_4_222_534","Calle de Venezuela 2","40.2866","-3.787","0"
"acc_4_223_535","Calle de las Ciencias 14","40.28901","-3.75684","0"
"acc_4_223_536","Calle de las Ciencias 14","40.28856","-3.75675","0"
"acc_4_224_537","Avda de las Arcas del agua 9","40.29345","-3.74621","0"
"acc_4_224_538","Avda de las Arcas del agua 9","40.29336","-3.74584","0"
"acc_4_225_539","Calle del Greco 2","40.30077","-3.73628","0"
"acc_4_225_540","Calle del Greco 8","40.30088","-3.73679","0"
"acc_4_226_543","Calle del Muelle 1","40.31","-3.73418","0"
"acc_4_226_544","Calle  Ferrocarril SN","40.30997","-3.73386","0"
"acc_4_226_545","Calle  Ferrocarril SN","40.30989","-3.73394","0"
"acc_4_227_546","Avda de España 16","40.31165","-3.7224","0"
"acc_4_227_547","Avda de España 5","40.31179","-3.72264","0"
"acc_4_227_548","Avda de España 9","40.31209","-3.72238","0"
"acc_4_228_1084","Calle de la Gitanilla SN","40.31818","-3.70925","0"
"acc_4_228_1085","Calle de la Gitanilla SN","40.31819","-3.70926","0"
"acc_4_228_549","Avda del Casar SN","40.3187","-3.71001","0"
"acc_4_228_550","Avda del Casar SN","40.31841","-3.71005","0"
"acc_4_229_551","Avda  Rigoberta Menchú 3","40.32433","-3.71838","0"
"acc_4_229_552","Avda de Rigoberta Menchú 3","40.32416","-3.71801","0"
"acc_4_22_74","Avda de la Albufera 179","40.39172","-3.65401","0"
"acc_4_22_75","Avda de la Albufera 140","40.3914","-3.65394","0"
"acc_4_230_553","Avda  Comandante José Manuel Ripollés 4","40.32946","-3.72997","0"
"acc_4_231_555","Avda  Rey Juan Carlos I 108","40.33644","-3.73999","0"
"acc_4_231_556","Avda  Rey Juan Carlos I 85","40.33686","-3.74026","0"
"acc_4_231_557","Avda  Rey Juan Carlos I SN","40.33656","-3.74049","0"
"acc_4_232_558","Avda  Rey Juan Carlos I 32","40.33446","-3.75235","0"
"acc_4_232_559","Avda  Rey Juan Carlos I 25","40.33479","-3.75235","0"
"acc_4_232_560","Avda  Rey Juan Carlos I 25","40.33465","-3.75247","0"
"acc_4_233_561","Avda  Gibraltar 2","40.32674","-3.75933","0"
"acc_4_233_562","Avda  Gibraltar 13","40.32686","-3.75955","0"
